"","new.dyad","dyad","bat1","bat2","duration","obs.time","assoc","period"
"144","unfamiliar","bs_cldw","bs","cldw",360,1440,0.250092592592593,24
"145","unfamiliar","bs_clw","bs","clw",135,1440,0.0937847222222222,24
"146","unfamiliar","bs_cnone","bs","cnone",270,1440,0.187569444444444,24
"147","unfamiliar","bs_cwd","bs","cwd",540,1440,0.375138888888889,24
"148","unfamiliar","bs_cww","bs","cww",495,1440,0.343877314814815,24
"149","unfamiliar","bxdlx_cdw","bxdlx","cdw",90,1440,0.0625231481481481,24
"150","unfamiliar","bxdlx_cfd","bxdlx","cfd",226,1440,0.156655092592593,24
"151","unfamiliar","bxdlx_cldw","bxdlx","cldw",225,1440,0.15630787037037,24
"152","unfamiliar","bxdlx_clw","bxdlx","clw",97,1440,0.0670486111111111,24
"153","unfamiliar","bxdlx_cnone","bxdlx","cnone",299,1440,0.207719907407407,24
"154","unfamiliar","bxdlx_cwd","bxdlx","cwd",361,1440,0.250439814814815,24
"155","unfamiliar","bxdlx_cww","bxdlx","cww",10,1440,0.0066087962962963,24
"156","unfamiliar","bxx_cdw","bxx","cdw",90,1440,0.0625231481481481,24
"157","unfamiliar","bxx_cfd","bxx","cfd",226,1440,0.156655092592593,24
"158","unfamiliar","bxx_cldw","bxx","cldw",45,1440,0.0312615740740741,24
"159","unfamiliar","bxx_cnone","bxx","cnone",451,1440,0.312962962962963,24
"160","unfamiliar","bxx_cwd","bxx","cwd",676,1440,0.469270833333333,24
"161","unfamiliar","bxx_cww","bxx","cww",45,1440,0.0312615740740741,24
