"","term","Estimate","Est.Error","l-95% CI","u-95% CI","Rhat","Bulk_ESS","Tail_ESS","r_squared","r_squared_null","r_squared_diff","first_contact_period"
"1","forced.proximity",1.25251617725351,0.529120704852759,0.220446041732691,2.30410989467392,1.00026674787782,10300.4767599671,11761.4184102177,0.437352421359033,0.408145556067288,0.0292068652917453,4
"2","forced.proximity",1.23886908980104,0.544352768794303,0.178426949684865,2.31443773216523,1.0005892978948,10883.7448059394,12087.3843390519,0.414186658011565,0.407710441715426,0.00647621629613893,8
"3","forced.proximity",1.2099093748601,0.533270369585563,0.169330357140593,2.27246647263193,1.00009981941333,10768.1711248705,11674.6513649938,0.41768176226087,0.40815109219706,0.00953067006381014,12
"4","forced.proximity",1.22522901187127,0.535407215711173,0.170699092081142,2.28751448819356,1.00038379114513,11376.5865303292,12890.4231362873,0.41658153817717,0.407661445646561,0.00892009253060894,16
"5","forced.proximity",1.22852724482894,0.532301584903273,0.181125360869876,2.28160260198888,1.00013215607901,11790.8679000587,11997.8450793608,0.421538621702729,0.40670759707596,0.0148310246267691,20
"6","forced.proximity",1.22514310737484,0.524843159251881,0.191630664926137,2.26355587450743,1.00014381264099,11359.4810429877,12131.5627190325,0.424840538055774,0.40786028957562,0.0169802484801541,24
