"","term","Estimate","Est.Error","l-95% CI","u-95% CI","Rhat","Bulk_ESS","Tail_ESS","r_squared","r_squared_null","r_squared_diff","first_contact_period"
"1","scalecontact",0.278935875967163,0.118568080238684,0.0545794673966262,0.517681362833549,1.00039138728861,14593.7967134095,13088.2743969394,0.437352421359033,0.408145556067288,0.0292068652917453,4
"2","scalecontact",0.151800605621218,0.123980875548458,-0.0858723265279303,0.399941216598058,1.00065736267919,13477.2667424488,12889.3499601397,0.414186658011565,0.407710441715426,0.00647621629613893,8
"3","scalecontact",0.090751618013458,0.128145198121975,-0.156374655445043,0.347271589764149,1.00018096969611,11905.770513715,11904.7287131144,0.41768176226087,0.40815109219706,0.00953067006381014,12
"4","scalecontact",0.0834246522992854,0.122572618775621,-0.15236507077558,0.329465993931081,1.00076349560771,13001.6348548847,12433.8829618627,0.41658153817717,0.407661445646561,0.00892009253060894,16
"5","scalecontact",0.159504203113526,0.125558096379289,-0.0827737472407365,0.40943908726213,1.00020862745737,14956.600111826,13475.5172339265,0.421538621702729,0.40670759707596,0.0148310246267691,20
"6","scalecontact",0.199078686842419,0.126942199927814,-0.0449048619772585,0.45357516750129,1.00026845156393,14005.7679764328,12671.1675260077,0.424840538055774,0.40786028957562,0.0169802484801541,24
