"","new.dyad","dyad","bat1","bat2","duration","obs.time","assoc","period"
"63","unfamiliar","addldd_cwd","addldd","cwd",47,480,0.0969097222222222,8
"64","unfamiliar","addldd_cww","addldd","cww",45,480,0.0937847222222222,8
"65","unfamiliar","adld_bdlx","adld","bdlx",135,480,0.281354166666667,8
"66","unfamiliar","adld_bs","adld","bs",180,480,0.375138888888889,8
"67","unfamiliar","adld_bxdlx","adld","bxdlx",46,480,0.0948263888888889,8
"68","unfamiliar","adld_cdw","adld","cdw",45,480,0.0937847222222222,8
"69","unfamiliar","adld_clw","adld","clw",180,480,0.375138888888889,8
"70","unfamiliar","adld_cnone","adld","cnone",180,480,0.375138888888889,8
"71","unfamiliar","adld_cwd","adld","cwd",90,480,0.187569444444444,8
"72","unfamiliar","adld_cww","adld","cww",90,480,0.187569444444444,8
"73","unfamiliar","adldd_bdlx","adldd","bdlx",284,480,0.590868055555556,8
"74","unfamiliar","adldd_bs","adldd","bs",1,480,0.00107638888888889,8
"75","unfamiliar","adldd_bxdlx","adldd","bxdlx",45,480,0.0937847222222222,8
"76","unfamiliar","adldd_cfd","adldd","cfd",90,480,0.187569444444444,8
"77","unfamiliar","adldd_cldw","adldd","cldw",45,480,0.0937847222222222,8
"78","unfamiliar","adldd_cnone","adldd","cnone",45,480,0.0937847222222222,8
"79","unfamiliar","adldd_cww","adldd","cww",135,480,0.281354166666667,8
"80","unfamiliar","aldd_bdlx","aldd","bdlx",45,480,0.0937847222222222,8
"81","unfamiliar","aldd_bey","aldd","bey",180,480,0.375138888888889,8
"82","unfamiliar","aldd_cfd","aldd","cfd",90,480,0.187569444444444,8
"83","unfamiliar","aldd_clw","aldd","clw",91,480,0.189652777777778,8
"84","unfamiliar","aldd_cwd","aldd","cwd",90,480,0.187569444444444,8
"85","unfamiliar","aldd_cww","aldd","cww",135,480,0.281354166666667,8
"86","unfamiliar","ax_bdlx","ax","bdlx",135,480,0.281354166666667,8
"87","unfamiliar","ax_bs","ax","bs",45,480,0.0937847222222222,8
"88","unfamiliar","ax_bxdlx","ax","bxdlx",81,480,0.168819444444444,8
"89","unfamiliar","ax_cdw","ax","cdw",45,480,0.0937847222222222,8
"90","unfamiliar","ax_cfd","ax","cfd",91,480,0.188611111111111,8
"91","unfamiliar","ax_cldw","ax","cldw",180,480,0.375138888888889,8
"92","unfamiliar","ax_clw","ax","clw",271,480,0.56375,8
"93","unfamiliar","ax_cnone","ax","cnone",135,480,0.281354166666667,8
"94","unfamiliar","ax_cwd","ax","cwd",172,480,0.357430555555556,8
"95","unfamiliar","ax_cww","ax","cww",180,480,0.375138888888889,8
"96","unfamiliar","bdlx_cdw","bdlx","cdw",45,480,0.0937847222222222,8
"97","unfamiliar","bdlx_clw","bdlx","clw",254,480,0.529375,8
"98","unfamiliar","bdlx_cnone","bdlx","cnone",225,480,0.468923611111111,8
"99","unfamiliar","bdlx_cwd","bdlx","cwd",314,480,0.653368055555556,8
"100","unfamiliar","bdlx_cww","bdlx","cww",136,480,0.282395833333333,8
"101","unfamiliar","blx_cfd","blx","cfd",45,480,0.0937847222222222,8
"102","unfamiliar","bs_cdw","bs","cdw",360,480,0.750277777777778,8
"103","unfamiliar","bs_cfd","bs","cfd",225,480,0.468923611111111,8
"104","unfamiliar","bs_cldw","bs","cldw",180,480,0.375138888888889,8
"105","unfamiliar","bs_clw","bs","clw",135,480,0.281354166666667,8
"106","unfamiliar","bs_cnone","bs","cnone",180,480,0.375138888888889,8
"107","unfamiliar","bs_cww","bs","cww",360,480,0.750277777777778,8
"108","unfamiliar","bxdlx_cdw","bxdlx","cdw",45,480,0.0937847222222222,8
"109","unfamiliar","bxdlx_cfd","bxdlx","cfd",226,480,0.469965277777778,8
"110","unfamiliar","bxdlx_cldw","bxdlx","cldw",225,480,0.468923611111111,8
"111","unfamiliar","bxdlx_clw","bxdlx","clw",97,480,0.201145833333333,8
"112","unfamiliar","bxdlx_cnone","bxdlx","cnone",91,480,0.188611111111111,8
"113","unfamiliar","bxdlx_cwd","bxdlx","cwd",45,480,0.0937847222222222,8
"114","unfamiliar","bxdlx_cww","bxdlx","cww",10,480,0.0198263888888889,8
"115","unfamiliar","bxx_cfd","bxx","cfd",226,480,0.469965277777778,8
"116","unfamiliar","bxx_cldw","bxx","cldw",45,480,0.0937847222222222,8
