"","new.dyad","dyad","bat1","bat2","duration","obs.time","assoc","period"
"1","familiar","add_adldd","add","adldd",45,240,0.187569444444444,4
"2","familiar","add_aldd","add","aldd",184,240,0.764930555555556,4
"3","familiar","addld_adld","addld","adld",90,240,0.375138888888889,4
"4","familiar","addld_adldd","addld","adldd",136,240,0.564791666666667,4
"5","familiar","addld_ax","addld","ax",90,240,0.375138888888889,4
"6","familiar","addldd_adld","addldd","adld",45,240,0.187569444444444,4
"7","familiar","addldd_adldd","addldd","adldd",90,240,0.375138888888889,4
"8","familiar","addldd_aldd","addldd","aldd",45,240,0.187569444444444,4
"9","familiar","adld_adldd","adld","adldd",135,240,0.562708333333333,4
"10","familiar","adld_aldd","adld","aldd",45,240,0.187569444444444,4
"11","familiar","adld_ax","adld","ax",45,240,0.187569444444444,4
"12","familiar","adldd_ax","adldd","ax",184,240,0.767013888888889,4
"13","familiar","aldd_ax","aldd","ax",135,240,0.562708333333333,4
"14","familiar","bdlx_bs","bdlx","bs",45,240,0.187569444444444,4
"15","familiar","bey_bs","bey","bs",45,240,0.187569444444444,4
"16","familiar","blx_bs","blx","bs",15,240,0.0604861111111111,4
"17","familiar","bxdlx_bxx","bxdlx","bxx",90,240,0.375138888888889,4
"18","familiar","cdw_clw","cdw","clw",90,240,0.375138888888889,4
"19","familiar","cdw_cnone","cdw","cnone",90,240,0.375138888888889,4
"20","familiar","cdw_cwd","cdw","cwd",137,240,0.571111111111111,4
"21","familiar","cdw_cww","cdw","cww",90,240,0.375138888888889,4
"22","familiar","cfd_cwd","cfd","cwd",11,240,0.0459027777777778,4
"23","familiar","cldw_clw","cldw","clw",90,240,0.375138888888889,4
"24","familiar","cldw_cnone","cldw","cnone",90,240,0.375138888888889,4
"25","familiar","cldw_cwd","cldw","cwd",45,240,0.187569444444444,4
"26","familiar","cldw_cww","cldw","cww",135,240,0.562708333333333,4
"27","familiar","clw_cnone","clw","cnone",45,240,0.187569444444444,4
"28","familiar","clw_cwd","clw","cwd",45,240,0.187569444444444,4
"29","familiar","clw_cww","clw","cww",135,240,0.562708333333333,4
"30","familiar","cnone_cwd","cnone","cwd",180,240,0.750277777777778,4
"31","familiar","cnone_cww","cnone","cww",90,240,0.375138888888889,4
"32","familiar","cwd_cww","cwd","cww",180,240,0.750277777777778,4
"33","unfamiliar","add_bxdlx","add","bxdlx",45,240,0.187569444444444,4
"34","unfamiliar","addld_bdlx","addld","bdlx",215,240,0.894097222222222,4
"35","unfamiliar","addld_bey","addld","bey",90,240,0.375138888888889,4
"36","unfamiliar","addld_bs","addld","bs",45,240,0.187569444444444,4
"37","unfamiliar","addld_cdw","addld","cdw",45,240,0.187569444444444,4
"38","unfamiliar","addld_cldw","addld","cldw",45,240,0.187569444444444,4
"39","unfamiliar","addld_clw","addld","clw",45,240,0.187569444444444,4
"40","unfamiliar","addld_cwd","addld","cwd",141,240,0.585694444444444,4
"41","unfamiliar","addld_cww","addld","cww",90,240,0.375138888888889,4
